Symbol,Name,Sector,Industry
WPXP,"WPX Energy, Inc.",Energy,Oil & Gas Production
WYN,Wyndham Worldwide Corp,Consumer Services,Hotels/Resorts
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,n/a,n/a
XEL,Xcel Energy Inc.,Public Utilities,Power Generation
XHR,"Xenia Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
XRM,"Xerium Technologies, Inc.",Basic Industries,Textiles
XRX,Xerox Corporation,Technology,Computer peripheral equipment
XIN,Xinyuan Real Estate Co Ltd,Basic Industries,Homebuilding
XL,XL Group Ltd.,Finance,Property-Casualty Insurers
XOXO,"XO Group, Inc.",Consumer Services,Other Consumer Services
XPO,"XPO Logistics, Inc.",Consumer Services,Transportation Services
XYL,Xylem Inc.,Capital Goods,Fluid Controls
AUY,Yamana Gold Inc.,Basic Industries,Precious Metals
YELP,Yelp Inc.,Consumer Services,Other Consumer Services
YEXT,"Yext, Inc.",Technology,EDP Services
YGE,Yingli Green Energy Holding Company Limited,Technology,Semiconductors
YRD,Yirendai Ltd.,Finance,Finance: Consumer Services
YPF,YPF Sociedad Anonima,Energy,Integrated oil Companies
YUMC,"Yum China Holdings, Inc.",Consumer Services,Restaurants
YUM,"Yum! Brands, Inc.",Consumer Services,Restaurants
YUME,"YuMe, Inc.",Technology,Advertising
ZAYO,"Zayo Group Holdings, Inc.",Public Utilities,Telecommunications Equipment
ZEN,"Zendesk, Inc.",Technology,EDP Services
ZBH,"Zimmer Biomet Holdings, Inc.",Health Care,Industrial Specialties
ZB^A,Zions Bancorporation,n/a,n/a
ZB^G,Zions Bancorporation,n/a,n/a
ZB^H,Zions Bancorporation,n/a,n/a
ZBK,Zions Bancorporation,Finance,Major Banks
ZOES,"Zoe&#39;s Kitchen, Inc.",Consumer Services,Restaurants
ZTS,Zoetis Inc.,Health Care,Major Pharmaceuticals
ZTO,ZTO Express (Cayman) Inc.,Transportation,Trucking Freight/Courier Services
ZYME,Zymeworks Inc.,Health Care,Major Pharmaceuticals
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions
SRCE,1st Source Corporation,Finance,Major Banks
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software
JOBS,"51job, Inc.",Technology,Diversified Commercial Services
CAFD,8point3 Energy Partners LP,Public Utilities,Electric Utilities: Central
EGHT,8x8 Inc,Public Utilities,Telecommunications Equipment
AVHI,"A V Homes, Inc.",Capital Goods,Homebuilding
SHLM,"A. Schulman, Inc.",Basic Industries,Major Chemicals
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components
ABAX,"ABAXIS, Inc.",Capital Goods,Industrial Machinery/Components
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals
ABEOW,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals
ABIL,Ability Inc.,Finance,Business Services
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments
ABLX,Ablynx NV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production
ACIU,AC Immune SA,Health Care,Major Pharmaceuticals
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors
ACTG,Acacia Research Corporation,Miscellaneous,Multi-Sector Companies
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Medical Specialities
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
ACST,"Acasti Pharma, Inc.",Health Care,Major Pharmaceuticals
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
XLRN,Acceleron Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANCX,Access National Corporation,Finance,Savings Institutions
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments
ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ACER,Acer Therapeutics Inc.,Health Care,Major Pharmaceuticals
ACERW,Acer Therapeutics Inc.,Health Care,Major Pharmaceuticals
ACET,Aceto Corporation,Health Care,Other Pharmaceuticals
AKAO,"Achaogen, Inc.",Health Care,Major Pharmaceuticals
ACHV,"Achieve Life Sciences, Inc. ",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ACMR,"ACM Research, Inc.",Technology,Industrial Machinery/Components
ACNB,ACNB Corporation,Finance,Major Banks
ACOR,"Acorda Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SQZZ,Active Alts Contrarian ETF,n/a,n/a
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software
ACTA,Actua Corporation,Technology,EDP Services
ACXM,Acxiom Corporation,Technology,EDP Services
ADMS,"Adamas Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ADMP,Adamis Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
ADAP,Adaptimmune Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADUS,Addus HomeCare Corporation,Health Care,Medical/Nursing Services
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services
IOTS,Adesto Technologies Corporation,Technology,Semiconductors
ADMA,ADMA Biologics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software
ADOM,"ADOMANI, Inc.",Capital Goods,Auto Parts:O.E.M.
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment
ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals
AAAP,Advanced Accelerator Applications S.A.,Health Care,Major Pharmaceuticals
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals
ADXSW,"Advaxis, Inc.",Health Care,Major Pharmaceuticals
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AEGN,Aegion Corp,Basic Industries,Water Supply
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals
AEHR,Aehr Test Systems,Capital Goods,Electrical Products
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AGYS,"Agilysys, Inc.",Technology,EDP Services
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AGNC,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AGNCB,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts
AGFS,"AgroFresh Solutions, Inc.",Finance,Business Services
AGFSW,"AgroFresh Solutions, Inc.",Finance,Business Services
ALRN,"Aileron Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AIMT,"Aimmune Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AIRT,"Air T, Inc.",Transportation,Air Freight/Delivery Services
ATSG,"Air Transport Services Group, Inc",Transportation,Air Freight/Delivery Services
AIRG,"Airgain, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
AMCN,AirMedia Group Inc,Technology,Advertising
AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services
AKTX,Akari Therapeutics Plc,Health Care,Major Pharmaceuticals
AKCA,"Akcea Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AKBA,"Akebia Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AKER,Akers Biosciences Inc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX,"Akorn, Inc.",Health Care,Major Pharmaceuticals
AKTS,"Akoustis Technologies, Inc.",Public Utilities,Telecommunications Equipment
ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software
ALSK,"Alaska Communications Systems Group, Inc.",Public Utilities,Telecommunications Equipment
ALBO,"Albireo Pharma, Inc.",Health Care,Major Pharmaceuticals
ABDC,Alcentra Capital Corp.,n/a,n/a
ALDR,"Alder BioPharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ALCO,"Alico, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
ALGN,"Align Technology, Inc.",Health Care,Industrial Specialties
ALIM,"Alimera Sciences, Inc.",Health Care,Major Pharmaceuticals
ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,Business Services
ALKS,Alkermes plc,Health Care,Major Pharmaceuticals
ABTX,"Allegiance Bancshares, Inc.",Finance,Major Banks
ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services
ALNA,"Allena Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AHGP,"Alliance Holdings GP, L.P.",Energy,Coal Mining
AMMA,"Alliance MMA, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining
AHPI,"Allied Healthcare Products, Inc.",Health Care,Industrial Specialties
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products
ALQA,"Alliqua BioMedical, Inc.",Health Care,Medical/Dental Instruments
ALLT,Allot Communications Ltd.,Technology,Computer Communications Equipment
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services
AFAM,Almost Family Inc,Health Care,Medical/Nursing Services
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a
ATEC,"Alphatec Holdings, Inc.",Health Care,Medical/Dental Instruments
ALPN,"Alpine Immune Sciences, Inc.",Health Care,Major Pharmaceuticals
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,n/a
AABA,Altaba Inc.,Technology,EDP Services
ALTR,Altair Engineering Inc.,Technology,Computer Software: Prepackaged Software
ALT,"Altimmune, Inc.",Health Care,Major Pharmaceuticals
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services
AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AMRN,Amarin Corporation plc,Health Care,Major Pharmaceuticals
AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,Other Specialty Stores
AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution
AMBC,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers
AMBCW,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers
AMBA,"Ambarella, Inc.",Technology,Semiconductors
AMCX,AMC Networks Inc.,Consumer Services,Television Services
DOX,Amdocs Limited,Technology,EDP Services
AMDA,Amedica Corporation,Health Care,Medical/Dental Instruments
AMED,Amedisys Inc,Health Care,Medical/Nursing Services
UHAL,Amerco,Consumer Services,Rental/Leasing Companies
AMRH,"Ameri Holdings, Inc.",n/a,n/a
AMRHW,"Ameri Holdings, Inc.",Technology,Semiconductors
ATAX,"America First Multifamily Investors, L.P.",Finance,Finance: Consumer Services
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment
AAL,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services
ACSF,"American Capital Senior Floating, Ltd.",n/a,n/a
AETI,"American Electric Technologies, Inc.",Energy,Industrial Machinery/Components
AMNB,"American National Bankshares, Inc.",Finance,Major Banks
ANAT,American National Insurance Company,Finance,Life Insurance
AOBC,American Outdoor Brands Corporation,Capital Goods,Ordnance And Accessories
APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services
ARII,"American Railcar Industries, Inc.",Capital Goods,Railroads
AMRB,American River Bankshares,Finance,Major Banks
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software
AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications
AMWD,American Woodmark Corporation,Basic Industries,Forest Products
CRMT,"America&#39;s Car-Mart, Inc.",Consumer Durables,Automotive Aftermarket
ABCB,Ameris Bancorp,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",Finance,Property-Casualty Insurers
ASRV,AmeriServ Financial Inc.,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,Finance,Major Banks
ATLO,Ames National Corporation,Finance,Major Banks
AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,"Amicus Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IBUY,Amplify Online Retail ETF,n/a,n/a
ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components
AFSI,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers
AMRS,"Amyris, Inc.",Basic Industries,Major Chemicals
ADI,"Analog Devices, Inc.",Technology,Semiconductors
ALOG,Analogic Corporation,Capital Goods,Electrical Products
ANAB,"AnaptysBio, Inc.",Health Care,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCB,Anchor Bancorp,Finance,Banks
ANDA,Andina Acquisition Corp. II,Finance,Business Services
ANDAR,Andina Acquisition Corp. II,Finance,Business Services
ANDAU,Andina Acquisition Corp. II,Finance,Business Services
ANDAW,Andina Acquisition Corp. II,Finance,Business Services
ANGI,ANGI Homeservices Inc.,Consumer Services,Advertising
ANGO,"AngioDynamics, Inc.",Health Care,Medical/Dental Instruments
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments
ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",Health Care,Medical/Dental Instruments
ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
APLS,"Apellis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.
APEN,"Apollo Endosurgery, Inc.",Health Care,Medical/Dental Instruments
AINV,Apollo Investment Corporation,n/a,n/a
APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,Technology,Computer Software: Prepackaged Software
AAPL,Apple Inc.,Technology,Computer Manufacturing
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings
APDN,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services
APDNW,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAT,"Applied Materials, Inc.",Technology,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors
AREX,Approach Resources Inc.,Energy,Oil & Gas Production
APTI,"Apptio, Inc.",Technology,Computer Software: Prepackaged Software
APRI,"Apricus Biosciences, Inc.",Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc.,Health Care,Major Pharmaceuticals
APTO,"Aptose Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AQMS,"Aqua Metals, Inc.",Basic Industries,Metal Fabrications
AQB,"AquaBounty Technologies, Inc.",n/a,n/a
AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ARDM,Aradigm Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ARLZ,Aralez Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PETX,"Aratana Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ABUS,Arbutus Biopharma Corporation,Health Care,Major Pharmaceuticals
ARCW,"ARC Group Worldwide, Inc.",Capital Goods,Metal Fabrications
ABIO,"ARCA biopharma, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,"Arcadia Biosciences, Inc.",Basic Industries,Agricultural Chemicals
ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services
ACGL,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers
APLP,"Archrock Partners, L.P.",Public Utilities,Natural Gas Distribution
FUV,"Arcimoto, Inc.",Consumer Non-Durables,Motor Vehicles
ARCT,Arcturus Therapeutics Ltd.,n/a,n/a
ARDX,"Ardelyx, Inc.",Health Care,Major Pharmaceuticals
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ARCC,Ares Capital Corporation,n/a,n/a
ARGX,argenx SE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGII,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers
AGIIL,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers
ARGS,"Argos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants
ARTX,Arotech Corporation,Miscellaneous,Industrial Machinery/Components
ARQL,"ArQule, Inc.",Health Care,Major Pharmaceuticals
ARRY,Array BioPharma Inc.,Health Care,Major Pharmaceuticals
ARRS,ARRIS International plc,Technology,Radio And Television Broadcasting And Communications Equipment
DWAT,Arrow DWA Tactical ETF,n/a,n/a
AROW,Arrow Financial Corporation,Finance,Major Banks
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ASNS,"Arsanis, Inc.",n/a,n/a
ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components
ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,Health Care,Major Pharmaceuticals
ASCMA,"Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services
APWC,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,Telecommunications Equipment
ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components
ASPU,Aspen Group Inc.,Consumer Services,Other Consumer Services
AZPN,"Aspen Technology, Inc.",Technology,EDP Services
ASMB,"Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals
ASFI,"Asta Funding, Inc.",Finance,Finance Companies
ASTE,"Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,Capital Goods,Military/Government/Technical
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment
ASTC,Astrotech Corporation,Capital Goods,Military/Government/Technical
ASUR,Asure Software Inc,Technology,EDP Services
ASV,"ASV Holdings, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
ATAI,ATA Inc.,Consumer Services,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATHN,"athenahealth, Inc.",Miscellaneous,Business Services
ATNX,"Athenex, Inc.",Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",Health Care,Major Pharmaceuticals
ATAC,Atlantic Acquisition Corp.,Finance,Business Services
ATACR,Atlantic Acquisition Corp.,Finance,Business Services
ATACU,Atlantic Acquisition Corp.,Finance,Business Services
AAME,Atlantic American Corporation,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",Finance,Major Banks
ACFC,Atlantic Coast Financial Corporation,Finance,Savings Institutions
AY,Atlantica Yield plc,n/a,n/a
ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,Health Care,Medical/Dental Instruments
ATTU,Attunity Ltd.,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment
AUPH,Aurinia Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,Health Care,Major Pharmaceuticals
ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software
ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
AUTO,"AutoWeb, Inc.",Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
AVXS,"AveXis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",Health Care,Medical/Dental Instruments
AVIR,"Aviragen Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAR,"Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies
AHPA,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AHPAU,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AHPAW,Avista Healthcare Public Acquisition Corp.,Finance,Business Services
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",Capital Goods,Ordnance And Accessories
AXON          ,Axovant Sciences Ltd.,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AXTI,AXT Inc,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,Finance,Major Banks
BANFP,BancFirst Corporation,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",Finance,Savings Institutions
BAND,Bandwidth Inc.,Technology,Computer Software: Prepackaged Software
BKMU,Bank Mutual Corporation,Finance,Savings Institutions
BOCH,Bank of Commerce Holdings (CA),Finance,Major Banks
BMRC,Bank of Marin Bancorp,Finance,Major Banks
BMLP,Bank Of Montreal,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks
OZRK,Bank of the Ozarks,Finance,Major Banks
BFIN,BankFinancial Corporation,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",Finance,Major Banks
BANR,Banner Corporation,Finance,Major Banks
BZUN,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution
TAPR,Barclays Inverse US Treasury Composite ETN,Finance,Commercial Banks
DLBL,Barclays PLC,Finance,Commercial Banks
DTYL,Barclays PLC,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings
BYBK,"Bay Bancorp, Inc.",Finance,Major Banks
BV,"Bazaarvoice, Inc.",Technology,Computer Software: Prepackaged Software
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
BSF,"Bear State Financial, Inc.",Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
BEBE,"bebe stores, inc.",Consumer Non-Durables,Apparel
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
